CN3714300000000,37,143,"Perquimans County, NC",2013,"5,213     ","4,717     ",496     ,9.5     
CN3714500000000,37,145,"Person County, NC",2013,"18,279     ","16,445     ","1,834     ",10.0     
CN3714700000000,37,147,"Pitt County, NC",2013,"87,461     ","80,439     ","7,022     ",8.0     
CN3714900000000,37,149,"Polk County, NC",2013,"8,649     ","8,082     ",567     ,6.6     
CN3715100000000,37,151,"Randolph County, NC",2013,"67,790     ","61,959     ","5,831     ",8.6     
CN3715300000000,37,153,"Richmond County, NC",2013,"17,639     ","15,601     ","2,038     ",11.6     
CN3715500000000,37,155,"Robeson County, NC",2013,"52,079     ","45,938     ","6,141     ",11.8     
CN3715700000000,37,157,"Rockingham County, NC",2013,"42,056     ","38,001     ","4,055     ",9.6     
CN3715900000000,37,159,"Rowan County, NC",2013,"62,656     ","56,864     ","5,792     ",9.2     
CN3716100000000,37,161,"Rutherford County, NC",2013,"25,901     ","23,023     ","2,878     ",11.1     
CN3716300000000,37,163,"Sampson County, NC",2013,"29,579     ","27,218     ","2,361     ",8.0     
CN3716500000000,37,165,"Scotland County, NC",2013,"12,237     ","10,403     ","1,834     ",15.0     
CN3716700000000,37,167,"Stanly County, NC",2013,"28,817     ","26,476     ","2,341     ",8.1     
CN3716900000000,37,169,"Stokes County, NC",2013,"22,117     ","20,397     ","1,720     ",7.8     
CN3717100000000,37,171,"Surry County, NC",2013,"33,216     ","30,466     ","2,750     ",8.3     
CN3717300000000,37,173,"Swain County, NC",2013,"6,585     ","5,773     ",812     ,12.3     
CN3717500000000,37,175,"Transylvania County, NC",2013,"13,375     ","12,389     ",986     ,7.4     
CN3717700000000,37,177,"Tyrrell County, NC",2013,"1,559     ","1,358     ",201     ,12.9     
CN3717900000000,37,179,"Union County, NC",2013,"105,420     ","98,537     ","6,883     ",6.5     
CN3718100000000,37,181,"Vance County, NC",2013,"18,089     ","16,019     ","2,070     ",11.4     
CN3718300000000,37,183,"Wake County, NC",2013,"510,088     ","479,584     ","30,504     ",6.0     
CN3718500000000,37,185,"Warren County, NC",2013,"7,289     ","6,494     ",795     ,10.9     
CN3718700000000,37,187,"Washington County, NC",2013,"5,291     ","4,635     ",656     ,12.4     
CN3718900000000,37,189,"Watauga County, NC",2013,"26,896     ","25,185     ","1,711     ",6.4     
CN3719100000000,37,191,"Wayne County, NC",2013,"54,653     ","50,422     ","4,231     ",7.7     
CN3719300000000,37,193,"Wilkes County, NC",2013,"29,879     ","27,225     ","2,654     ",8.9     
CN3719500000000,37,195,"Wilson County, NC",2013,"38,085     ","33,630     ","4,455     ",11.7     
CN3719700000000,37,197,"Yadkin County, NC",2013,"17,831     ","16,465     ","1,366     ",7.7     
CN3719900000000,37,199,"Yancey County, NC",2013,"7,815     ","7,076     ",739     ,9.5     
CN3800100000000,38,001,"Adams County, ND",2013,"1,112     ","1,084     ",28     ,2.5     
CN3800300000000,38,003,"Barnes County, ND",2013,"5,719     ","5,537     ",182     ,3.2     
CN3800500000000,38,005,"Benson County, ND",2013,"2,551     ","2,358     ",193     ,7.6     
CN3800700000000,38,007,"Billings County, ND",2013,476     ,462     ,14     ,2.9     
CN3800900000000,38,009,"Bottineau County, ND",2013,"3,264     ","3,138     ",126     ,3.9     
CN3801100000000,38,011,"Bowman County, ND",2013,"2,001     ","1,961     ",40     ,2.0     
CN3801300000000,38,013,"Burke County, ND",2013,"1,389     ","1,359     ",30     ,2.2     
CN3801500000000,38,015,"Burleigh County, ND",2013,"47,403     ","46,228     ","1,175     ",2.5     
CN3801700000000,38,017,"Cass County, ND",2013,"91,467     ","88,954     ","2,513     ",2.7     
CN3801900000000,38,019,"Cavalier County, ND",2013,"2,080     ","2,011     ",69     ,3.3     
CN3802100000000,38,021,"Dickey County, ND",2013,"2,665     ","2,603     ",62     ,2.3     
CN3802300000000,38,023,"Divide County, ND",2013,"1,776     ","1,751     ",25     ,1.4     
CN3802500000000,38,025,"Dunn County, ND",2013,"4,113     ","4,055     ",58     ,1.4     
CN3802700000000,38,027,"Eddy County, ND",2013,"1,274     ","1,197     ",77     ,6.0     
CN3802900000000,38,029,"Emmons County, ND",2013,"1,593     ","1,508     ",85     ,5.3     
CN3803100000000,38,031,"Foster County, ND",2013,"1,636     ","1,580     ",56     ,3.4     
CN3803300000000,38,033,"Golden Valley County, ND",2013,974     ,952     ,22     ,2.3     
CN3803500000000,38,035,"Grand Forks County, ND",2013,"37,261     ","36,131     ","1,130     ",3.0     
CN3803700000000,38,037,"Grant County, ND",2013,"1,277     ","1,240     ",37     ,2.9     
CN3803900000000,38,039,"Griggs County, ND",2013,"1,204     ","1,176     ",28     ,2.3     
CN3804100000000,38,041,"Hettinger County, ND",2013,"1,481     ","1,442     ",39     ,2.6     
CN3804300000000,38,043,"Kidder County, ND",2013,"1,257     ","1,198     ",59     ,4.7     
CN3804500000000,38,045,"LaMoure County, ND",2013,"2,241     ","2,190     ",51     ,2.3     
CN3804700000000,38,047,"Logan County, ND",2013,919     ,891     ,28     ,3.0     
CN3804900000000,38,049,"McHenry County, ND",2013,"3,296     ","3,159     ",137     ,4.2     
CN3805100000000,38,051,"McIntosh County, ND",2013,"1,252     ","1,214     ",38     ,3.0     
CN3805300000000,38,053,"McKenzie County, ND",2013,"7,571     ","7,458     ",113     ,1.5     
CN3805500000000,38,055,"McLean County, ND",2013,"4,830     ","4,628     ",202     ,4.2     
CN3805700000000,38,057,"Mercer County, ND",2013,"4,175     ","3,983     ",192     ,4.6     
CN3805900000000,38,059,"Morton County, ND",2013,"15,801     ","15,279     ",522     ,3.3     
CN3806100000000,38,061,"Mountrail County, ND",2013,"8,017     ","7,895     ",122     ,1.5     
CN3806300000000,38,063,"Nelson County, ND",2013,"1,557     ","1,490     ",67     ,4.3     
CN3806500000000,38,065,"Oliver County, ND",2013,892     ,838     ,54     ,6.1     
CN3806700000000,38,067,"Pembina County, ND",2013,"3,633     ","3,412     ",221     ,6.1     
CN3806900000000,38,069,"Pierce County, ND",2013,"1,833     ","1,756     ",77     ,4.2     
CN3807100000000,38,071,"Ramsey County, ND",2013,"5,759     ","5,543     ",216     ,3.8     
CN3807300000000,38,073,"Ransom County, ND",2013,"2,771     ","2,691     ",80     ,2.9     
CN3807500000000,38,075,"Renville County, ND",2013,"1,405     ","1,371     ",34     ,2.4     
CN3807700000000,38,077,"Richland County, ND",2013,"8,589     ","8,301     ",288     ,3.4     
CN3807900000000,38,079,"Rolette County, ND",2013,"4,900     ","4,297     ",603     ,12.3     
CN3808100000000,38,081,"Sargent County, ND",2013,"2,143     ","2,089     ",54     ,2.5     
CN3808300000000,38,083,"Sheridan County, ND",2013,719     ,690     ,29     ,4.0     
CN3808500000000,38,085,"Sioux County, ND",2013,"1,317     ","1,256     ",61     ,4.6     
CN3808700000000,38,087,"Slope County, ND",2013,523     ,512     ,11     ,2.1     
CN3808900000000,38,089,"Stark County, ND",2013,"19,503     ","19,174     ",329     ,1.7     
CN3809100000000,38,091,"Steele County, ND",2013,"1,043     ","1,018     ",25     ,2.4     
CN3809300000000,38,093,"Stutsman County, ND",2013,"10,517     ","10,188     ",329     ,3.1     
CN3809500000000,38,095,"Towner County, ND",2013,"1,216     ","1,169     ",47     ,3.9     
CN3809700000000,38,097,"Traill County, ND",2013,"4,507     ","4,378     ",129     ,2.9     
CN3809900000000,38,099,"Walsh County, ND",2013,"5,633     ","5,355     ",278     ,4.9     
CN3810100000000,38,101,"Ward County, ND",2013,"34,535     ","33,603     ",932     ,2.7     
CN3810300000000,38,103,"Wells County, ND",2013,"2,217     ","2,121     ",96     ,4.3     
CN3810500000000,38,105,"Williams County, ND",2013,"29,320     ","28,960     ",360     ,1.2     
CN3900100000000,39,001,"Adams County, OH",2013,"10,711     ","9,347     ","1,364     ",12.7     
CN3900300000000,39,003,"Allen County, OH",2013,"49,548     ","45,662     ","3,886     ",7.8     
CN3900500000000,39,005,"Ashland County, OH",2013,"25,566     ","23,494     ","2,072     ",8.1     
CN3900700000000,39,007,"Ashtabula County, OH",2013,"46,097     ","41,716     ","4,381     ",9.5     
CN3900900000000,39,009,"Athens County, OH",2013,"27,550     ","25,065     ","2,485     ",9.0     
CN3901100000000,39,011,"Auglaize County, OH",2013,"24,001     ","22,581     ","1,420     ",5.9     
CN3901300000000,39,013,"Belmont County, OH",2013,"32,010     ","29,373     ","2,637     ",8.2     
CN3901500000000,39,015,"Brown County, OH",2013,"20,118     ","18,070     ","2,048     ",10.2     
CN3901700000000,39,017,"Butler County, OH",2013,"186,595     ","172,598     ","13,997     ",7.5     
CN3901900000000,39,019,"Carroll County, OH",2013,"13,723     ","12,637     ","1,086     ",7.9     
CN3902100000000,39,021,"Champaign County, OH",2013,"20,048     ","18,660     ","1,388     ",6.9     
CN3902300000000,39,023,"Clark County, OH",2013,"66,038     ","61,071     ","4,967     ",7.5     
CN3902500000000,39,025,"Clermont County, OH",2013,"102,662     ","95,099     ","7,563     ",7.4     
CN3902700000000,39,027,"Clinton County, OH",2013,"17,119     ","15,329     ","1,790     ",10.5     
CN3902900000000,39,029,"Columbiana County, OH",2013,"50,652     ","46,471     ","4,181     ",8.3     
CN3903100000000,39,031,"Coshocton County, OH",2013,"16,381     ","14,779     ","1,602     ",9.8     
CN3903300000000,39,033,"Crawford County, OH",2013,"19,749     ","17,937     ","1,812     ",9.2     
CN3903500000000,39,035,"Cuyahoga County, OH",2013,"617,778     ","574,511     ","43,267     ",7.0     
CN3903700000000,39,037,"Darke County, OH",2013,"26,442     ","24,587     ","1,855     ",7.0     
CN3903900000000,39,039,"Defiance County, OH",2013,"18,967     ","17,544     ","1,423     ",7.5     
CN3904100000000,39,041,"Delaware County, OH",2013,"98,243     ","92,995     ","5,248     ",5.3     
CN3904300000000,39,043,"Erie County, OH",2013,"38,612     ","35,476     ","3,136     ",8.1     
CN3904500000000,39,045,"Fairfield County, OH",2013,"74,164     ","69,226     ","4,938     ",6.7     
CN3904700000000,39,047,"Fayette County, OH",2013,"14,398     ","13,296     ","1,102     ",7.7     
CN3904900000000,39,049,"Franklin County, OH",2013,"639,844     ","598,576     ","41,268     ",6.4     
CN3905100000000,39,051,"Fulton County, OH",2013,"22,487     ","20,700     ","1,787     ",7.9     
CN3905300000000,39,053,"Gallia County, OH",2013,"12,534     ","11,318     ","1,216     ",9.7     
CN3905500000000,39,055,"Geauga County, OH",2013,"48,925     ","46,123     ","2,802     ",5.7     
CN3905700000000,39,057,"Greene County, OH",2013,"79,536     ","73,977     ","5,559     ",7.0     
CN3905900000000,39,059,"Guernsey County, OH",2013,"18,575     ","16,963     ","1,612     ",8.7     
CN3906100000000,39,061,"Hamilton County, OH",2013,"403,073     ","373,635     ","29,438     ",7.3     
CN3906300000000,39,063,"Hancock County, OH",2013,"40,261     ","37,754     ","2,507     ",6.2     
CN3906500000000,39,065,"Hardin County, OH",2013,"14,958     ","13,804     ","1,154     ",7.7     
CN3906700000000,39,067,"Harrison County, OH",2013,"7,301     ","6,722     ",579     ,7.9     
CN3906900000000,39,069,"Henry County, OH",2013,"14,049     ","12,807     ","1,242     ",8.8     
CN3907100000000,39,071,"Highland County, OH",2013,"17,536     ","15,697     ","1,839     ",10.5     
CN3907300000000,39,073,"Hocking County, OH",2013,"13,219     ","12,147     ","1,072     ",8.1     
CN3907500000000,39,075,"Holmes County, OH",2013,"20,077     ","19,028     ","1,049     ",5.2     
CN3907700000000,39,077,"Huron County, OH",2013,"28,708     ","25,768     ","2,940     ",10.2     
CN3907900000000,39,079,"Jackson County, OH",2013,"13,627     ","12,192     ","1,435     ",10.5     
CN3908100000000,39,081,"Jefferson County, OH",2013,"30,651     ","27,309     ","3,342     ",10.9     
CN3908300000000,39,083,"Knox County, OH",2013,"30,436     ","28,335     ","2,101     ",6.9     
CN3908500000000,39,085,"Lake County, OH",2013,"124,842     ","117,018     ","7,824     ",6.3     
CN3908700000000,39,087,"Lawrence County, OH",2013,"26,164     ","23,867     ","2,297     ",8.8     
CN3908900000000,39,089,"Licking County, OH",2013,"86,627     ","80,627     ","6,000     ",6.9     
CN3909100000000,39,091,"Logan County, OH",2013,"23,081     ","21,500     ","1,581     ",6.8     
CN3909300000000,39,093,"Lorain County, OH",2013,"150,037     ","138,963     ","11,074     ",7.4     
CN3909500000000,39,095,"Lucas County, OH",2013,"211,073     ","192,736     ","18,337     ",8.7     
CN3909700000000,39,097,"Madison County, OH",2013,"20,266     ","18,997     ","1,269     ",6.3     
CN3909900000000,39,099,"Mahoning County, OH",2013,"109,724     ","100,347     ","9,377     ",8.5     
CN3910100000000,39,101,"Marion County, OH",2013,"28,175     ","25,948     ","2,227     ",7.9     
CN3910300000000,39,103,"Medina County, OH",2013,"94,377     ","88,903     ","5,474     ",5.8     
CN3910500000000,39,105,"Meigs County, OH",2013,"9,429     ","8,309     ","1,120     ",11.9     
CN3910700000000,39,107,"Mercer County, OH",2013,"22,429     ","21,279     ","1,150     ",5.1     
CN3910900000000,39,109,"Miami County, OH",2013,"51,942     ","48,193     ","3,749     ",7.2     
CN3911100000000,39,111,"Monroe County, OH",2013,"6,494     ","5,844     ",650     ,10.0     
CN3911300000000,39,113,"Montgomery County, OH",2013,"251,716     ","230,810     ","20,906     ",8.3     
CN3911500000000,39,115,"Morgan County, OH",2013,"6,704     ","6,026     ",678     ,10.1     
CN3911700000000,39,117,"Morrow County, OH",2013,"16,923     ","15,563     ","1,360     ",8.0     
CN3911900000000,39,119,"Muskingum County, OH",2013,"40,027     ","36,362     ","3,665     ",9.2     
CN3912100000000,39,121,"Noble County, OH",2013,"5,297     ","4,786     ",511     ,9.6     
CN3912300000000,39,123,"Ottawa County, OH",2013,"22,004     ","19,867     ","2,137     ",9.7     
CN3912500000000,39,125,"Paulding County, OH",2013,"9,033     ","8,344     ",689     ,7.6     
CN3912700000000,39,127,"Perry County, OH",2013,"16,094     ","14,548     ","1,546     ",9.6     
CN3912900000000,39,129,"Pickaway County, OH",2013,"25,703     ","23,817     ","1,886     ",7.3     
CN3913100000000,39,131,"Pike County, OH",2013,"10,785     ","9,465     ","1,320     ",12.2     
CN3913300000000,39,133,"Portage County, OH",2013,"87,849     ","81,074     ","6,775     ",7.7     
CN3913500000000,39,135,"Preble County, OH",2013,"21,340     ","19,729     ","1,611     ",7.5     
CN3913700000000,39,137,"Putnam County, OH",2013,"18,845     ","17,710     ","1,135     ",6.0     
CN3913900000000,39,139,"Richland County, OH",2013,"55,031     ","50,289     ","4,742     ",8.6     
CN3914100000000,39,141,"Ross County, OH",2013,"33,561     ","30,639     ","2,922     ",8.7     
CN3914300000000,39,143,"Sandusky County, OH",2013,"31,611     ","29,217     ","2,394     ",7.6     
CN3914500000000,39,145,"Scioto County, OH",2013,"30,399     ","26,770     ","3,629     ",11.9     
CN3914700000000,39,147,"Seneca County, OH",2013,"27,460     ","25,322     ","2,138     ",7.8     
CN3914900000000,39,149,"Shelby County, OH",2013,"23,799     ","22,203     ","1,596     ",6.7     
CN3915100000000,39,151,"Stark County, OH",2013,"189,350     ","175,008     ","14,342     ",7.6     
CN3915300000000,39,153,"Summit County, OH",2013,"271,574     ","250,860     ","20,714     ",7.6     
CN3915500000000,39,155,"Trumbull County, OH",2013,"94,692     ","85,840     ","8,852     ",9.3     
CN3915700000000,39,157,"Tuscarawas County, OH",2013,"45,119     ","41,831     ","3,288     ",7.3     
CN3915900000000,39,159,"Union County, OH",2013,"26,668     ","25,113     ","1,555     ",5.8     
CN3916100000000,39,161,"Van Wert County, OH",2013,"14,235     ","13,242     ",993     ,7.0     
CN3916300000000,39,163,"Vinton County, OH",2013,"5,587     ","4,991     ",596     ,10.7     
CN3916500000000,39,165,"Warren County, OH",2013,"110,028     ","102,924     ","7,104     ",6.5     
CN3916700000000,39,167,"Washington County, OH",2013,"28,403     ","25,966     ","2,437     ",8.6     
CN3916900000000,39,169,"Wayne County, OH",2013,"59,414     ","55,709     ","3,705     ",6.2     
CN3917100000000,39,171,"Williams County, OH",2013,"18,683     ","17,289     ","1,394     ",7.5     
CN3917300000000,39,173,"Wood County, OH",2013,"69,201     ","64,336     ","4,865     ",7.0     
CN3917500000000,39,175,"Wyandot County, OH",2013,"12,378     ","11,594     ",784     ,6.3     
CN4000100000000,40,001,"Adair County, OK",2013,"8,287     ","7,475     ",812     ,9.8     
CN4000300000000,40,003,"Alfalfa County, OK",2013,"2,942     ","2,846     ",96     ,3.3     
CN4000500000000,40,005,"Atoka County, OK",2013,"4,926     ","4,585     ",341     ,6.9     
CN4000700000000,40,007,"Beaver County, OK",2013,"3,034     ","2,931     ",103     ,3.4     
CN4000900000000,40,009,"Beckham County, OK",2013,"12,623     ","12,206     ",417     ,3.3     
CN4001100000000,40,011,"Blaine County, OK",2013,"4,331     ","4,156     ",175     ,4.0     
